;case_id;activity;timestamp;source
0;0;Start;2011-06-15;"[""[\""Start\""]""]"
1;0;Start;2011-06-15;"[""[\""Start\""]""]"
2;0;sleep;2011-06-15;"[""[\""sleep\""]""]"
3;0;sleep;2011-06-16;"[""[\""sleep\""]""]"
4;0;toilet;2011-06-16;"[""[\""toilet\""]""]"
5;0;toilet;2011-06-16;"[""[\""toilet\""]""]"
6;0;sleep;2011-06-16;"[""[\""sleep\""]""]"
7;0;sleep;2011-06-16;"[""[\""sleep\""]""]"
8;0;toilet;2011-06-16;"[""[\""toilet\""]""]"
9;0;toilet;2011-06-16;"[""[\""toilet\""]""]"
10;0;sleep;2011-06-16;"[""[\""sleep\""]""]"
11;0;sleep;2011-06-16;"[""[\""sleep\""]""]"
12;0;toilet;2011-06-16;"[""[\""toilet\""]""]"
13;0;toilet;2011-06-16;"[""[\""toilet\""]""]"
14;0;mealpreperation;2011-06-16;"[""[\""mealpreperation\""]""]"
15;0;mealpreperation;2011-06-16;"[""[\""mealpreperation\""]""]"
16;0;eatingdrinking;2011-06-16;"[""[\""eatingdrinking\""]""]"
17;0;eatingdrinking;2011-06-16;"[""[\""eatingdrinking\""]""]"
18;0;cleaning;2011-06-16;"[""[\""cleaning\""]""]"
19;0;cleaning;2011-06-16;"[""[\""cleaning\""]""]"
20;0;relax;2011-06-16;"[""[\""relax\""]""]"
21;0;relax;2011-06-16;"[""[\""relax\""]""]"
22;0;personalhygiene;2011-06-16;"[""[\""personalhygiene\""]""]"
23;0;personalhygiene;2011-06-16;"[""[\""personalhygiene\""]""]"
24;0;work;2011-06-16;"[""[\""work\""]""]"
25;0;work;2011-06-16;"[""[\""work\""]""]"
26;0;groom;2011-06-16;"[""[\""groom\""]""]"
27;0;groom;2011-06-16;"[""[\""groom\""]""]"
28;0;toilet;2011-06-16;"[""[\""toilet\""]""]"
29;0;toilet;2011-06-16;"[""[\""toilet\""]""]"
30;0;mealpreperation;2011-06-16;"[""[\""mealpreperation\""]""]"
31;0;mealpreperation;2011-06-16;"[""[\""mealpreperation\""]""]"
32;0;eatingdrinking;2011-06-16;"[""[\""eatingdrinking\""]""]"
33;0;eatingdrinking;2011-06-16;"[""[\""eatingdrinking\""]""]"
34;0;cleaning;2011-06-16;"[""[\""cleaning\""]""]"
35;0;cleaning;2011-06-16;"[""[\""cleaning\""]""]"
36;0;relax;2011-06-16;"[""[\""relax\""]""]"
37;0;relax;2011-06-16;"[""[\""relax\""]""]"
38;0;toilet;2011-06-16;"[""[\""toilet\""]""]"
39;0;toilet;2011-06-16;"[""[\""toilet\""]""]"
40;0;personalhygiene;2011-06-16;"[""[\""personalhygiene\""]""]"
41;0;personalhygiene;2011-06-16;"[""[\""personalhygiene\""]""]"
42;0;snack;2011-06-16;"[""[\""snack\""]""]"
43;0;snack;2011-06-16;"[""[\""snack\""]""]"
44;0;personalhygiene;2011-06-16;"[""[\""personalhygiene\""]""]"
45;0;personalhygiene;2011-06-16;"[""[\""personalhygiene\""]""]"
46;0;outdoors;2011-06-16;"[""[\""outdoors\""]""]"
47;0;outdoors;2011-06-16;"[""[\""outdoors\""]""]"
48;0;mealpreperation;2011-06-16;"[""[\""mealpreperation\""]""]"
49;0;mealpreperation;2011-06-16;"[""[\""mealpreperation\""]""]"
50;0;eatingdrinking;2011-06-16;"[""[\""eatingdrinking\""]""]"
51;0;eatingdrinking;2011-06-16;"[""[\""eatingdrinking\""]""]"
52;0;relax;2011-06-16;"[""[\""relax\""]""]"
53;0;relax;2011-06-16;"[""[\""relax\""]""]"
54;0;cleaning;2011-06-16;"[""[\""cleaning\""]""]"
55;0;cleaning;2011-06-16;"[""[\""cleaning\""]""]"
56;0;personalhygiene;2011-06-16;"[""[\""personalhygiene\""]""]"
57;0;personalhygiene;2011-06-16;"[""[\""personalhygiene\""]""]"
58;0;outdoors;2011-06-16;"[""[\""outdoors\""]""]"
59;0;outdoors;2011-06-16;"[""[\""outdoors\""]""]"
60;0;snack;2011-06-16;"[""[\""snack\""]""]"
61;0;snack;2011-06-16;"[""[\""snack\""]""]"
62;0;relax;2011-06-16;"[""[\""relax\""]""]"
63;0;relax;2011-06-16;"[""[\""relax\""]""]"
64;0;cleaning;2011-06-16;"[""[\""cleaning\""]""]"
65;0;cleaning;2011-06-16;"[""[\""cleaning\""]""]"
66;0;relax;2011-06-16;"[""[\""relax\""]""]"
67;0;relax;2011-06-16;"[""[\""relax\""]""]"
68;0;personalhygiene;2011-06-16;"[""[\""personalhygiene\""]""]"
69;0;personalhygiene;2011-06-16;"[""[\""personalhygiene\""]""]"
70;0;sleep;2011-06-16;"[""[\""sleep\""]""]"
71;0;sleep;2011-06-17;"[""[\""sleep\""]""]"
72;0;End;2011-06-17;"[""[\""End\""]""]"
73;0;End;2011-06-17;"[""[\""End\""]""]"
74;1;Start;2011-06-17;"[""[\""Start\""]""]"
75;1;Start;2011-06-17;"[""[\""Start\""]""]"
76;1;toilet;2011-06-17;"[""[\""toilet\""]""]"
77;1;toilet;2011-06-17;"[""[\""toilet\""]""]"
78;1;sleep;2011-06-17;"[""[\""sleep\""]""]"
79;1;sleep;2011-06-17;"[""[\""sleep\""]""]"
80;1;snack;2011-06-17;"[""[\""snack\""]""]"
81;1;snack;2011-06-17;"[""[\""snack\""]""]"
82;1;relax;2011-06-17;"[""[\""relax\""]""]"
83;1;relax;2011-06-17;"[""[\""relax\""]""]"
84;1;mealpreperation;2011-06-17;"[""[\""mealpreperation\""]""]"
85;1;mealpreperation;2011-06-17;"[""[\""mealpreperation\""]""]"
86;1;personalhygiene;2011-06-17;"[""[\""personalhygiene\""]""]"
87;1;personalhygiene;2011-06-17;"[""[\""personalhygiene\""]""]"
88;1;outdoors;2011-06-17;"[""[\""outdoors\""]""]"
89;1;outdoors;2011-06-17;"[""[\""outdoors\""]""]"
90;1;snack;2011-06-17;"[""[\""snack\""]""]"
91;1;snack;2011-06-17;"[""[\""snack\""]""]"
92;1;mealpreperation;2011-06-17;"[""[\""mealpreperation\""]""]"
93;1;mealpreperation;2011-06-17;"[""[\""mealpreperation\""]""]"
94;1;eatingdrinking;2011-06-17;"[""[\""eatingdrinking\""]""]"
95;1;eatingdrinking;2011-06-17;"[""[\""eatingdrinking\""]""]"
96;1;cleaning;2011-06-17;"[""[\""cleaning\""]""]"
97;1;cleaning;2011-06-17;"[""[\""cleaning\""]""]"
98;1;work;2011-06-17;"[""[\""work\""]""]"
99;1;work;2011-06-17;"[""[\""work\""]""]"
100;1;sleep;2011-06-17;"[""[\""sleep\""]""]"
101;1;sleep;2011-06-17;"[""[\""sleep\""]""]"
102;1;toilet;2011-06-17;"[""[\""toilet\""]""]"
103;1;toilet;2011-06-17;"[""[\""toilet\""]""]"
104;1;outdoors;2011-06-17;"[""[\""outdoors\""]""]"
105;1;outdoors;2011-06-17;"[""[\""outdoors\""]""]"
106;1;work;2011-06-17;"[""[\""work\""]""]"
107;1;work;2011-06-17;"[""[\""work\""]""]"
108;1;snack;2011-06-17;"[""[\""snack\""]""]"
109;1;snack;2011-06-17;"[""[\""snack\""]""]"
110;1;relax;2011-06-17;"[""[\""relax\""]""]"
111;1;relax;2011-06-17;"[""[\""relax\""]""]"
112;1;outdoors;2011-06-17;"[""[\""outdoors\""]""]"
113;1;outdoors;2011-06-17;"[""[\""outdoors\""]""]"
114;1;snack;2011-06-17;"[""[\""snack\""]""]"
115;1;snack;2011-06-17;"[""[\""snack\""]""]"
116;1;relax;2011-06-17;"[""[\""relax\""]""]"
117;1;relax;2011-06-17;"[""[\""relax\""]""]"
118;1;mealpreperation;2011-06-17;"[""[\""mealpreperation\""]""]"
