case_id;activity;timestamp;source
0;Start;2012-11-17 01:26:35 UTC;["[\"Start\"]"]
0;Start;2012-11-17 01:26:35 UTC;["[\"Start\"]"]
0;washing;2012-11-17 01:26:35 UTC;["[\"washing\"]"]
0;washing;2012-11-17 01:29:42 UTC;["[\"washing\"]"]
0;toilet;2012-11-17 01:31:05 UTC;["[\"toilet\"]"]
0;washing;2012-11-17 01:31:25 UTC;["[\"washing\"]"]
0;toilet;2012-11-17 01:32:00 UTC;["[\"toilet\"]"]
0;washing;2012-11-17 01:33:51 UTC;["[\"washing\"]"]
0;sleeping;2012-11-17 01:34:31 UTC;["[\"sleeping\"]"]
0;sleeping;2012-11-17 08:46:36 UTC;["[\"sleeping\"]"]
0;toilet;2012-11-17 08:52:17 UTC;["[\"toilet\"]"]
0;toilet;2012-11-17 08:55:58 UTC;["[\"toilet\"]"]
0;prepareBreakfast;2012-11-17 08:57:25 UTC;["[\"prepareBreakfast\"]"]
0;prepareBreakfast;2012-11-17 09:00:56 UTC;["[\"prepareBreakfast\"]"]
0;washing;2012-11-17 09:21:27 UTC;["[\"washing\"]"]
0;washing;2012-11-17 09:34:23 UTC;["[\"washing\"]"]
0;washing;2012-11-17 09:38:46 UTC;["[\"washing\"]"]
0;washing;2012-11-17 09:42:03 UTC;["[\"washing\"]"]
0;washing;2012-11-17 11:35:58 UTC;["[\"washing\"]"]
0;washing;2012-11-17 11:43:48 UTC;["[\"washing\"]"]
0;watchingtv;2012-11-17 11:45:24 UTC;["[\"watchingtv\"]"]
0;watchingtv;2012-11-17 13:41:43 UTC;["[\"watchingtv\"]"]
0;toilet;2012-11-17 15:30:16 UTC;["[\"toilet\"]"]
0;washing;2012-11-17 15:30:26 UTC;["[\"washing\"]"]
0;washing;2012-11-17 15:30:35 UTC;["[\"washing\"]"]
0;toilet;2012-11-17 15:30:54 UTC;["[\"toilet\"]"]
0;toilet;2012-11-17 15:30:57 UTC;["[\"toilet\"]"]
0;toilet;2012-11-17 15:31:12 UTC;["[\"toilet\"]"]
0;watchingtv;2012-11-17 15:32:01 UTC;["[\"watchingtv\"]"]
0;watchingtv;2012-11-17 19:25:55 UTC;["[\"watchingtv\"]"]
0;toilet;2012-11-17 19:44:35 UTC;["[\"toilet\"]"]
0;toilet;2012-11-17 19:45:44 UTC;["[\"toilet\"]"]
0;washing;2012-11-17 19:46:00 UTC;["[\"washing\"]"]
0;washing;2012-11-17 19:46:28 UTC;["[\"washing\"]"]
