;case_id;activity;timestamp;source
0;0;Start;2011-06-19;"[""[\""Start\""]""]"
1;0;Start;2011-06-19;"[""[\""Start\""]""]"
2;0;toilet;2011-06-19;"[""[\""toilet\""]""]"
3;0;toilet;2011-06-19;"[""[\""toilet\""]""]"
4;0;sleep;2011-06-19;"[""[\""sleep\""]""]"
5;0;sleep;2011-06-19;"[""[\""sleep\""]""]"
6;0;personalhygiene;2011-06-19;"[""[\""personalhygiene\""]""]"
7;0;personalhygiene;2011-06-19;"[""[\""personalhygiene\""]""]"
8;0;groom;2011-06-19;"[""[\""groom\""]""]"
9;0;groom;2011-06-19;"[""[\""groom\""]""]"
10;0;mealpreperation;2011-06-19;"[""[\""mealpreperation\""]""]"
11;0;mealpreperation;2011-06-19;"[""[\""mealpreperation\""]""]"
12;0;relax;2011-06-19;"[""[\""relax\""]""]"
13;0;relax;2011-06-19;"[""[\""relax\""]""]"
14;0;toilet;2011-06-19;"[""[\""toilet\""]""]"
15;0;toilet;2011-06-19;"[""[\""toilet\""]""]"
16;0;groom;2011-06-19;"[""[\""groom\""]""]"
17;0;groom;2011-06-19;"[""[\""groom\""]""]"
18;0;personalhygiene;2011-06-19;"[""[\""personalhygiene\""]""]"
19;0;personalhygiene;2011-06-19;"[""[\""personalhygiene\""]""]"
20;0;relax;2011-06-19;"[""[\""relax\""]""]"
21;0;relax;2011-06-19;"[""[\""relax\""]""]"
22;0;toilet;2011-06-19;"[""[\""toilet\""]""]"
23;0;toilet;2011-06-19;"[""[\""toilet\""]""]"
24;0;bathe;2011-06-19;"[""[\""bathe\""]""]"
25;0;bathe;2011-06-19;"[""[\""bathe\""]""]"
26;0;relax;2011-06-19;"[""[\""relax\""]""]"
27;0;relax;2011-06-19;"[""[\""relax\""]""]"
28;0;toilet;2011-06-19;"[""[\""toilet\""]""]"
29;0;toilet;2011-06-19;"[""[\""toilet\""]""]"
30;0;outdoors;2011-06-19;"[""[\""outdoors\""]""]"
31;0;outdoors;2011-06-19;"[""[\""outdoors\""]""]"
32;0;relax;2011-06-19;"[""[\""relax\""]""]"
33;0;relax;2011-06-19;"[""[\""relax\""]""]"
34;0;snack;2011-06-19;"[""[\""snack\""]""]"
35;0;snack;2011-06-19;"[""[\""snack\""]""]"
36;0;relax;2011-06-19;"[""[\""relax\""]""]"
37;0;relax;2011-06-19;"[""[\""relax\""]""]"
38;0;mealpreperation;2011-06-19;"[""[\""mealpreperation\""]""]"
39;0;mealpreperation;2011-06-19;"[""[\""mealpreperation\""]""]"
40;0;relax;2011-06-19;"[""[\""relax\""]""]"
41;0;relax;2011-06-19;"[""[\""relax\""]""]"
42;0;read;2011-06-19;"[""[\""read\""]""]"
43;0;read;2011-06-19;"[""[\""read\""]""]"
44;0;personalhygiene;2011-06-19;"[""[\""personalhygiene\""]""]"
45;0;personalhygiene;2011-06-19;"[""[\""personalhygiene\""]""]"
46;0;read;2011-06-19;"[""[\""read\""]""]"
47;0;read;2011-06-19;"[""[\""read\""]""]"
48;0;toilet;2011-06-19;"[""[\""toilet\""]""]"
49;0;toilet;2011-06-19;"[""[\""toilet\""]""]"
50;0;personalhygiene;2011-06-19;"[""[\""personalhygiene\""]""]"
51;0;personalhygiene;2011-06-19;"[""[\""personalhygiene\""]""]"
52;0;snack;2011-06-19;"[""[\""snack\""]""]"
53;0;snack;2011-06-19;"[""[\""snack\""]""]"
54;0;personalhygiene;2011-06-19;"[""[\""personalhygiene\""]""]"
55;0;personalhygiene;2011-06-19;"[""[\""personalhygiene\""]""]"
56;0;sleep;2011-06-19;"[""[\""sleep\""]""]"
57;0;sleep;2011-06-20;"[""[\""sleep\""]""]"
58;0;End;2011-06-20;"[""[\""End\""]""]"
59;0;End;2011-06-20;"[""[\""End\""]""]"
60;1;toilet;2011-06-20;"[""[\""toilet\""]""]"
61;1;Start;2011-06-20;"[""[\""Start\""]""]"
62;1;Start;2011-06-20;"[""[\""Start\""]""]"
63;1;toilet;2011-06-20;"[""[\""toilet\""]""]"
64;1;sleep;2011-06-20;"[""[\""sleep\""]""]"
65;1;sleep;2011-06-20;"[""[\""sleep\""]""]"
66;1;mealpreperation;2011-06-20;"[""[\""mealpreperation\""]""]"
67;1;mealpreperation;2011-06-20;"[""[\""mealpreperation\""]""]"
68;1;bathe;2011-06-20;"[""[\""bathe\""]""]"
69;1;bathe;2011-06-20;"[""[\""bathe\""]""]"
70;1;groom;2011-06-20;"[""[\""groom\""]""]"
71;1;groom;2011-06-20;"[""[\""groom\""]""]"
72;1;personalhygiene;2011-06-20;"[""[\""personalhygiene\""]""]"
73;1;personalhygiene;2011-06-20;"[""[\""personalhygiene\""]""]"
74;1;relax;2011-06-20;"[""[\""relax\""]""]"
75;1;relax;2011-06-20;"[""[\""relax\""]""]"
76;1;toilet;2011-06-20;"[""[\""toilet\""]""]"
77;1;toilet;2011-06-20;"[""[\""toilet\""]""]"
78;1;outdoors;2011-06-20;"[""[\""outdoors\""]""]"
79;1;outdoors;2011-06-20;"[""[\""outdoors\""]""]"
80;1;sleep;2011-06-20;"[""[\""sleep\""]""]"
81;1;sleep;2011-06-20;"[""[\""sleep\""]""]"
82;1;toilet;2011-06-20;"[""[\""toilet\""]""]"
83;1;toilet;2011-06-20;"[""[\""toilet\""]""]"
84;1;personalhygiene;2011-06-20;"[""[\""personalhygiene\""]""]"
85;1;personalhygiene;2011-06-20;"[""[\""personalhygiene\""]""]"
86;1;snack;2011-06-20;"[""[\""snack\""]""]"
87;1;snack;2011-06-20;"[""[\""snack\""]""]"
88;1;relax;2011-06-20;"[""[\""relax\""]""]"
89;1;relax;2011-06-20;"[""[\""relax\""]""]"
90;1;outdoors;2011-06-20;"[""[\""outdoors\""]""]"
91;1;outdoors;2011-06-20;"[""[\""outdoors\""]""]"
92;1;relax;2011-06-20;"[""[\""relax\""]""]"
93;1;relax;2011-06-20;"[""[\""relax\""]""]"
94;1;snack;2011-06-20;"[""[\""snack\""]""]"
95;1;snack;2011-06-20;"[""[\""snack\""]""]"
96;1;toilet;2011-06-20;"[""[\""toilet\""]""]"
97;1;toilet;2011-06-20;"[""[\""toilet\""]""]"
98;1;mealpreperation;2011-06-20;"[""[\""mealpreperation\""]""]"
99;1;mealpreperation;2011-06-20;"[""[\""mealpreperation\""]""]"
100;1;toilet;2011-06-20;"[""[\""toilet\""]""]"
101;1;toilet;2011-06-20;"[""[\""toilet\""]""]"
102;1;relax;2011-06-20;"[""[\""relax\""]""]"
103;1;relax;2011-06-20;"[""[\""relax\""]""]"
104;1;outdoors;2011-06-20;"[""[\""outdoors\""]""]"
105;1;outdoors;2011-06-20;"[""[\""outdoors\""]""]"
106;1;outdoors;2011-06-20;"[""[\""outdoors\""]""]"
107;1;outdoors;2011-06-20;"[""[\""outdoors\""]""]"
108;1;snack;2011-06-20;"[""[\""snack\""]""]"
109;1;snack;2011-06-20;"[""[\""snack\""]""]"
110;1;relax;2011-06-20;"[""[\""relax\""]""]"
111;1;relax;2011-06-20;"[""[\""relax\""]""]"
112;1;outdoors;2011-06-20;"[""[\""outdoors\""]""]"
113;1;outdoors;2011-06-20;"[""[\""outdoors\""]""]"
114;1;read;2011-06-20;"[""[\""read\""]""]"
115;1;read;2011-06-20;"[""[\""read\""]""]"
116;1;relax;2011-06-20;"[""[\""relax\""]""]"
117;1;relax;2011-06-20;"[""[\""relax\""]""]"
118;1;snack;2011-06-20;"[""[\""snack\""]""]"
119;1;snack;2011-06-20;"[""[\""snack\""]""]"
120;1;personalhygiene;2011-06-20;"[""[\""personalhygiene\""]""]"
121;1;personalhygiene;2011-06-20;"[""[\""personalhygiene\""]""]"
122;1;sleep;2011-06-20;"[""[\""sleep\""]""]"
123;1;sleep;2011-06-20;"[""[\""sleep\""]""]"
124;1;toilet;2011-06-20;"[""[\""toilet\""]""]"
125;1;toilet;2011-06-20;"[""[\""toilet\""]""]"
