case_id;activity;timestamp;source
1;sleep;2011-06-18 23:49:35 UTC;["[\"sleep\"]"]
1;sleep;2011-06-19 02:47:31 UTC;["[\"sleep\"]"]
1;snack;2011-06-19 02:47:38 UTC;["[\"snack\"]"]
1;snack;2011-06-19 02:59:33 UTC;["[\"snack\"]"]
1;eatingdrinking;2011-06-19 03:00:31 UTC;["[\"eatingdrinking\"]"]
1;eatingdrinking;2011-06-19 04:12:43 UTC;["[\"eatingdrinking\"]"]
1;sleep;2011-06-19 06:58:01 UTC;["[\"sleep\"]"]
1;sleep;2011-06-19 07:00:38 UTC;["[\"sleep\"]"]
1;outdoors;2011-06-19 07:00:45 UTC;["[\"outdoors\"]"]
1;outdoors;2011-06-19 07:01:47 UTC;["[\"outdoors\"]"]
1;work;2011-06-19 07:02:03 UTC;["[\"work\"]"]
1;work;2011-06-19 07:23:03 UTC;["[\"work\"]"]
1;outdoors;2011-06-19 07:25:22 UTC;["[\"outdoors\"]"]
1;outdoors;2011-06-19 09:32:13 UTC;["[\"outdoors\"]"]
1;snack;2011-06-19 09:39:37 UTC;["[\"snack\"]"]
1;snack;2011-06-19 10:12:36 UTC;["[\"snack\"]"]
1;outdoors;2011-06-19 10:13:07 UTC;["[\"outdoors\"]"]
1;outdoors;2011-06-19 10:14:18 UTC;["[\"outdoors\"]"]
1;eatingdrinking;2011-06-19 10:14:39 UTC;["[\"eatingdrinking\"]"]
1;eatingdrinking;2011-06-19 10:15:56 UTC;["[\"eatingdrinking\"]"]
1;work;2011-06-19 10:16:17 UTC;["[\"work\"]"]
1;work;2011-06-19 10:51:02 UTC;["[\"work\"]"]
1;watchtv;2011-06-19 10:51:56 UTC;["[\"watchtv\"]"]
1;watchtv;2011-06-19 11:28:50 UTC;["[\"watchtv\"]"]
1;work;2011-06-19 11:29:31 UTC;["[\"work\"]"]
1;work;2011-06-19 11:48:04 UTC;["[\"work\"]"]
1;outdoors;2011-06-19 11:52:37 UTC;["[\"outdoors\"]"]
1;outdoors;2011-06-19 13:21:30 UTC;["[\"outdoors\"]"]
1;watchtv;2011-06-19 13:22:21 UTC;["[\"watchtv\"]"]
1;watchtv;2011-06-19 13:22:56 UTC;["[\"watchtv\"]"]
1;personalhygiene;2011-06-19 13:22:58 UTC;["[\"personalhygiene\"]"]
1;personalhygiene;2011-06-19 13:23:02 UTC;["[\"personalhygiene\"]"]
1;watchtv;2011-06-19 13:23:09 UTC;["[\"watchtv\"]"]
1;watchtv;2011-06-19 13:50:32 UTC;["[\"watchtv\"]"]
1;eatingdrinking;2011-06-19 15:14:03 UTC;["[\"eatingdrinking\"]"]
1;eatingdrinking;2011-06-19 15:20:46 UTC;["[\"eatingdrinking\"]"]
1;work;2011-06-19 15:21:09 UTC;["[\"work\"]"]
1;work;2011-06-19 17:25:47 UTC;["[\"work\"]"]
1;watchtv;2011-06-19 17:26:26 UTC;["[\"watchtv\"]"]
1;watchtv;2011-06-19 18:47:06 UTC;["[\"watchtv\"]"]
1;work;2011-06-19 18:47:16 UTC;["[\"work\"]"]
1;work;2011-06-19 18:48:35 UTC;["[\"work\"]"]
1;watchtv;2011-06-19 18:48:54 UTC;["[\"watchtv\"]"]
1;watchtv;2011-06-19 21:21:20 UTC;["[\"watchtv\"]"]
3;sleep;2011-06-25 22:54:28 UTC;["[\"sleep\"]"]
3;sleep;2011-06-25 22:54:29 UTC;["[\"sleep\"]"]
3;toilet;2011-06-25 23:00:53 UTC;["[\"toilet\"]"]
3;toilet;2011-06-25 23:01:02 UTC;["[\"toilet\"]"]
3;sleep;2011-06-26 00:21:32 UTC;["[\"sleep\"]"]
3;sleep;2011-06-26 00:21:33 UTC;["[\"sleep\"]"]
3;toilet;2011-06-26 00:32:22 UTC;["[\"toilet\"]"]
3;toilet;2011-06-26 00:32:25 UTC;["[\"toilet\"]"]
3;sleep;2011-06-26 00:58:59 UTC;["[\"sleep\"]"]
3;sleep;2011-06-26 00:59:01 UTC;["[\"sleep\"]"]
3;toilet;2011-06-26 01:16:27 UTC;["[\"toilet\"]"]
3;toilet;2011-06-26 01:16:28 UTC;["[\"toilet\"]"]
3;sleep;2011-06-26 02:48:17 UTC;["[\"sleep\"]"]
3;sleep;2011-06-26 02:48:19 UTC;["[\"sleep\"]"]
3;toilet;2011-06-26 03:01:35 UTC;["[\"toilet\"]"]
3;toilet;2011-06-26 03:01:39 UTC;["[\"toilet\"]"]
3;sleep;2011-06-26 05:17:24 UTC;["[\"sleep\"]"]
3;sleep;2011-06-26 05:17:30 UTC;["[\"sleep\"]"]
3;toilet;2011-06-26 05:32:36 UTC;["[\"toilet\"]"]
3;toilet;2011-06-26 05:32:41 UTC;["[\"toilet\"]"]
3;sleep;2011-06-26 06:54:38 UTC;["[\"sleep\"]"]
3;sleep;2011-06-26 06:54:39 UTC;["[\"sleep\"]"]
3;toilet;2011-06-26 07:01:09 UTC;["[\"toilet\"]"]
3;toilet;2011-06-26 07:01:14 UTC;["[\"toilet\"]"]
3;sleep;2011-06-26 07:04:55 UTC;["[\"sleep\"]"]
3;sleep;2011-06-26 07:05:01 UTC;["[\"sleep\"]"]
3;toilet;2011-06-26 07:05:17 UTC;["[\"toilet\"]"]
