case_id;activity;timestamp;source
17;Start;2011-08-13 22:47:44 UTC;["[\"Start\"]"]
17;Start;2011-08-13 22:47:44 UTC;["[\"Start\"]"]
17;sleep;2011-08-13 23:30:54 UTC;["[\"sleep\"]"]
17;sleep;2011-08-13 23:31:12 UTC;["[\"sleep\"]"]
17;sleep;2011-08-14 01:31:58 UTC;["[\"sleep\"]"]
17;sleep;2011-08-14 01:37:04 UTC;["[\"sleep\"]"]
17;sleep;2011-08-14 02:06:49 UTC;["[\"sleep\"]"]
17;sleep;2011-08-14 03:23:14 UTC;["[\"sleep\"]"]
17;sleep;2011-08-14 03:30:39 UTC;["[\"sleep\"]"]
17;sleep;2011-08-14 04:52:51 UTC;["[\"sleep\"]"]
17;sleep;2011-08-14 05:20:56 UTC;["[\"sleep\"]"]
17;sleep;2011-08-14 07:07:59 UTC;["[\"sleep\"]"]
17;sleep;2011-08-14 08:26:44 UTC;["[\"sleep\"]"]
17;sleep;2011-08-14 08:27:35 UTC;["[\"sleep\"]"]
17;mealpreperation;2011-08-14 09:11:32 UTC;["[\"mealpreperation\"]"]
17;mealpreperation;2011-08-14 09:11:34 UTC;["[\"mealpreperation\"]"]
17;eatingdrinking;2011-08-14 09:17:28 UTC;["[\"eatingdrinking\"]"]
17;eatingdrinking;2011-08-14 09:17:29 UTC;["[\"eatingdrinking\"]"]
17;work;2011-08-14 09:54:48 UTC;["[\"work\"]"]
17;work;2011-08-14 10:04:58 UTC;["[\"work\"]"]
17;sleep;2011-08-14 10:28:41 UTC;["[\"sleep\"]"]
17;sleep;2011-08-14 11:59:55 UTC;["[\"sleep\"]"]
17;sleep;2011-08-14 14:01:32 UTC;["[\"sleep\"]"]
17;sleep;2011-08-14 14:02:09 UTC;["[\"sleep\"]"]
17;mealpreperation;2011-08-14 14:08:20 UTC;["[\"mealpreperation\"]"]
17;mealpreperation;2011-08-14 14:19:45 UTC;["[\"mealpreperation\"]"]
17;eatingdrinking;2011-08-14 14:20:40 UTC;["[\"eatingdrinking\"]"]
17;eatingdrinking;2011-08-14 14:33:51 UTC;["[\"eatingdrinking\"]"]
17;work;2011-08-14 14:36:21 UTC;["[\"work\"]"]
17;work;2011-08-14 14:43:59 UTC;["[\"work\"]"]
17;sleep;2011-08-14 14:46:28 UTC;["[\"sleep\"]"]
17;sleep;2011-08-14 15:24:54 UTC;["[\"sleep\"]"]
17;mealpreperation;2011-08-14 15:24:55 UTC;["[\"mealpreperation\"]"]
17;mealpreperation;2011-08-14 15:30:22 UTC;["[\"mealpreperation\"]"]
17;eatingdrinking;2011-08-14 15:38:48 UTC;["[\"eatingdrinking\"]"]
17;eatingdrinking;2011-08-14 15:38:49 UTC;["[\"eatingdrinking\"]"]
17;work;2011-08-14 15:43:13 UTC;["[\"work\"]"]
17;work;2011-08-14 15:43:18 UTC;["[\"work\"]"]
17;watchtv;2011-08-14 15:47:59 UTC;["[\"watchtv\"]"]
17;watchtv;2011-08-14 16:04:12 UTC;["[\"watchtv\"]"]
17;work;2011-08-14 16:04:54 UTC;["[\"work\"]"]
17;work;2011-08-14 16:13:29 UTC;["[\"work\"]"]
17;watchtv;2011-08-14 16:35:03 UTC;["[\"watchtv\"]"]
17;watchtv;2011-08-14 16:35:25 UTC;["[\"watchtv\"]"]
17;work;2011-08-14 17:33:17 UTC;["[\"work\"]"]
17;work;2011-08-14 17:34:07 UTC;["[\"work\"]"]
17;watchtv;2011-08-14 17:48:26 UTC;["[\"watchtv\"]"]
17;watchtv;2011-08-14 20:28:19 UTC;["[\"watchtv\"]"]
17;watchtv;2011-08-14 20:34:37 UTC;["[\"watchtv\"]"]
17;watchtv;2011-08-14 21:17:28 UTC;["[\"watchtv\"]"]
17;End;2011-08-14 21:38:10 UTC;["[\"End\"]"]
17;End;2011-08-14 21:38:10 UTC;["[\"End\"]"]
